the_geom,f_code,iko,ita,name,use,zv3,cartodb_id,created_at,updated_at
0101000020E61000009F909DB7B13557C044183F8D7BB14740,GB005,KHIB,HIB,CHISHOLM-HIBBING AIRPORT,0,413,403,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000684293C492DD57C0F511F8C3CF1B3D40,GB005,KLBX,LBX,BRAZORIA COUNTY AIRPORT,0,8,404,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000000B2252D32E5764C02063EE5A429A4B40,GB005,PACD,CDB,COLD BAY AIRPORT,0,31,405,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000006BCCCB051B359C0C382FB010F664740,GB005,KDIK,DIK,DICKINSON - THEODORE ROOSEVELT REGIONAL AIRPORT,0,790,406,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000070EEAF1EF76653C04B3ACAC16CAA4140,GB005,KISO,ISO,KINSTON REGIONAL JETPORT AT STALLINGS FIELD,0,28,407,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D63A71395E5D63C0DFC9A7C7B6E04D40,GB005,PAIL,ILI,ILIAMNA AIRPORT,0,59,408,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000050FBAD9DA86964C040C23060C9074F40,GB005,PASM,KSM,ST MARY'S AIRPORT,0,95,409,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000054D4BAC8CE954C04D840D4FAF584040,GB005,KMCN,MCN,MIDDLE GEORGIA REGIONAL AIRPORT,0,108,410,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000AF963B33C12B59C09204E10A28904440,GB005,KLBF,LBF,NORTH PLATTE REGIONAL AIRPORT LEE BIRD FIELD,0,846,411,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000827170E9980E54C0ECDB4944F8A54340,GB005,KCKB,CKB,NORTH CENTRAL WEST VIRGINIA AIRPORT,0,371,412,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000033333333336B5AC0A2427573F1A74440,GB005,KLAR,LAR,LARAMIE REGIONAL AIRPORT,0,2220,413,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002C634337FBE451C0878C47A984954440,GB005,KBID,BID,BLOCK ISLAND STATE AIRPORT,0,33,414,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D671FC5069855DC028BB99D18F504140,GB005,KPMD,PMD,PALMDALE REGIONAL/USAF PLANT 42 AIRPORT,0,775,415,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F1660DDE574954C02827DA5548014040,GB005,KSVN,SVN,HUNTER ARMY AIRFIELD,0,12,416,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000359886E1231751C098E0D40792394640,GB005,KBHB,BHB,HANCOCK COUNTY-BAR HARBOR AIRPORT,0,25,417,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000069FF03ACD58B60C0D1AFAD9FFE3D4C40,GB005,PAWG,WRG,WRANGELL AIRPORT,0,15,418,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000384E0AF31EE659C0E7E44526E0EF4440,GB005,KBFF,BFF,WESTERN NEB. REGIONAL/WILLIAM B. HEILIG FIELD,0,1209,419,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007CB779E3A4FA53C01B2B31CF4AD24340,GB005,KMGW,MGW,MORGANTOWN MUNICIPAL-WALTER L. BILL HART FIELD,4,380,420,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000AA6395D2339056C0B91803EB38F84540,GB005,KVOK,VOK,VOLK FIELD AIRPORT,0,278,421,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C99063EB19EA60C0F210C64FE3BA4D40,GB005,PAGY,SGY,SKAGWAY AIRPORT,0,13,422,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E2A59BC4207561C0B7F0BC546CC04D40,GB005,PAYA,YAK,YAKUTAT AIRPORT,0,10,423,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007973B8567B9453C0A9674128EF254440,GB005,KAOO,AOO,ALTOONA-BLAIR COUNTY AIRPORT,0,458,424,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FB7C941117755DC065C405A051D44140,GB005,KIYK,IYK,INYOKERN AIRPORT,0,749,425,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000DB148F8B6AF351C01590F63FC0AC4440,GB005,KWST,WST,WESTERLY STATE AIRPORT,0,25,426,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000753C66A0326B54C0CFF0660DDE3B3E40,GB005,KNIP,NIP,JACKSONVILLE NAVAL AIR STATION (TOWERS FIELD),8,6,427,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A7EA1ED95C2E59C0E90FCD3CB9F64240,GB005,KGCK,GCK,GARDEN CITY REGIONAL AIRPORT,0,881,428,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007EE02A4F208E51C0311CCF6740094540,GB005,KPVC,PVC,PROVINCETOWN MUNICIPAL AIRPORT,4,2,429,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002D5C5661335557C004C93B8732944540,GB005,KMCW,MCW,MASON CITY MUNICIPAL AIRPORT,4,370,430,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000016C26A2C61BB54C0261AA4E029E84340,GB005,KLCK,LCK,RICKENBACKER INTERNATIONAL AIRPORT,23,227,431,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004DF4F928A3F660C0A8DA6E826F364D40,GB005,PAGS,GST,GUSTAVUS AIRPORT,0,11,432,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004415FE0C6FC058C05DA3E5400F5D4440,GB005,KEAR,EAR,KEARNEY REGIONAL AIRPORT,0,650,433,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000C26B97361CE959C06BD784B4C6164840,GB005,KISN,ISN,SLOULIN FIELD INTERNATIONAL AIRPORT,23,604,434,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F75B3B51921964C03B50A73CBAF14F40,GB005,PAUN,UNK,UNALAKLEET AIRPORT,0,8,435,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A7255646230F5FC08F352383DCE34440,GB005,KCEC,CEC,JACK MC NAMARA FIELD AIRPORT,0,19,436,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D89AADBCE48352C000A60C1CD06C4440,GB005,KTEB,TEB,TETERBORO AIRPORT,0,3,437,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EB3A5453925556C0A7AFE76B96773F40,GB005,KPIB,PIB,HATTIESBURG-LAUREL REGIONAL AIRPORT,0,91,438,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007A008BFCFADF5EC074965984620F4840,GB005,KCLM,CLM,WILLIAM R FAIRCHILD INTERNATIONAL AIRPORT,23,89,439,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003410CB660E0E57C0130B7C45B7684340,GB005,KCOU,COU,COLUMBIA REGIONAL AIRPORT,0,271,440,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002497FF907E9E5EC079B0C56E9F914740,GB005,KTCM,TCM,MCCHORD AIR FORCE BASE,8,98,441,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000005E7F129F3B1E55C06ABC749318204740,GB005,KCIU,CIU,CHIPPEWA COUNTY INTERNATIONAL AIRPORT,23,244,442,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007C444C8924FA5AC001A260C614FA4240,GB005,KTEX,TEX,TELLURIDE REGIONAL AIRPORT,0,2765,443,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000882AFC19DE0251C00BEE073C30584740,GB005,KPQI,PQI,NORTHERN MAINE REGIONAL AIRPORT AT PRESQUE ISLE AIRPORT,0,163,444,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EE3CF19C2D3F55C0E6913F18782A4040,GB005,KLSF,LSF,LAWSON ARMY AIRFIELD (FORT BENNING),0,71,445,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000109370218FC15EC0BFB67EFACF424840,GB005,KFHR,FHR,FRIDAY HARBOR AIRPORT,0,34,446,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000094DDCCE8478650C007EE409DF2743240,GB005,TJIG,SIG,FERNANDO LUIS RIBAS DOMINICCI AIRPORT,0,3,447,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008A39083A5A4651C081AB3C81B0074640,GB005,KRKD,RKD,KNOX COUNTY REGIONAL AIRPORT,0,17,448,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000677A89B14CBD51C0CEF4126399D64440,GB005,KEWB,EWB,NEW BEDFORD REGIONAL AIRPORT,0,24,449,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F96A47718EBC53C00A647616BD8D4540,GB005,KIAG,IAG,NIAGARA FALLS INTERNATIONAL AIRPORT,23,180,450,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000355EBA490CEE52C0B43BA41820074640,GB005,KGTB,GTB,WHEELER-SACK ARMY AIRFIELD,0,210,451,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000000491459A78EA57C0E8297288B8794340,GB005,KFOE,FOE,FORBES FIELD AIRPORT,0,329,452,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003D49BA66F24762C04BA60A4625914E40,GB005,PAVD,VDZ,VALDEZ AIRPORT,0,37,453,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009E279EB305BB62C0B79C4B71559B4E40,GB005,PAMR,MRI,MERRILL FIELD AIRPORT,0,42,454,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003CDD79E2392252C0AA7B6473D5184540,GB005,KCEF,CEF,WESTOVER ARB/METROPOLITAN AIRPORT,0,73,455,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000BF40102043CD5DC0986BD102B4194140,GB005,KOXR,OXR,OXNARD AIRPORT,0,14,456,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000097E4805D4D1259C00E30F31DFC304640,GB005,KPIR,PIR,PIERRE REGIONAL AIRPORT,0,532,457,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A796ADF5453156C0E2E5E95C51224140,GB005,KTUP,TUP,TUPELO REGIONAL AIRPORT,0,105,458,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007A50508A563B59C02CEFAA07CC5F3D40,GB005,KDRT,DRT,DEL RIO INTERNATIONAL AIRPORT,23,305,459,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F70489EDEE2A58C06BD3D85E0B924340,GB005,KMHK,MHK,MANHATTAN REGIONAL AIRPORT,0,322,460,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000DEAAEB504D6155C0198F52094FDC4640,GB005,K6Y8,6Y8,WELKE AIRPORT,0,202,461,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F321A81ABD5957C03716140665484840,GB005,KINL,INL,FALLS INTERNATIONAL AIRPORT,23,361,462,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000045408523482F62C03672DD94F23E4E40,GB005,PACV,CDV,MERLE K (MUDHOLE) SMITH AIRPORT,0,16,463,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002FB95164AD8857C08095438B6C334740,GB005,KBRD,BRD,BRAINERD LAKES REGIONAL AIRPORT,0,376,464,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B894F3C5DE335AC0B77D8FFAEB934440,GB005,KCYS,CYS,CHEYENNE REGIONAL/JERRY OLSON FIELD AIRPORT,0,1877,465,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000000817F2086E1D5BC018213CDA38884540,GB005,KRIW,RIW,RIVERTON REGIONAL AIRPORT,0,1685,466,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000055FA0967B70E5BC07B14AE47E15E4240,GB005,KFMN,FMN,FOUR CORNERS REGIONAL AIRPORT,0,1678,467,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F2734353762B54C0E77118CC5FA14440,GB005,KYNG,YNG,YOUNGSTOWN-WARREN REGIONAL AIRPORT,0,363,469,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009DA04D0E9F5155C027452BF702A74640,GB005,KCVX,CVX,CHARLEVOIX MUNICIPAL AIRPORT,4,204,470,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004CAAB69B60F163C0D2393FC571CA4E40,GB005,PANI,ANI,ANIAK AIRPORT,0,27,471,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000039EFFFE384DF55C08D0DDDEC0F564240,GB005,KHOP,HOP,CAMPBELL ARMY AIRFIELD (FORT CAMPBELL),0,175,472,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002BFBAE08FEDE56C04DDBBFB2D26E4640,GB005,KEAU,EAU,CHIPPEWA VALLEY REGIONAL AIRPORT,0,278,473,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000079E9263108DA53C0990F087426234440,GB005,KLBE,LBE,ARNOLD PALMER REGIONAL AIRPORT,0,365,474,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D4EE5701BE5554C020B0726891F53D40,GB005,KSGJ,SGJ,ST AUGUSTINE AIRPORT,0,3,475,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002CBAF59A1E3056C0AFEE586C932A4040,GB005,KMEI,MEI,KEY FIELD AIRPORT,0,91,476,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000001BF4A5B73F9E60C026A435069D664C40,GB005,PAPG,PSG,PETERSBURG JAMES A JOHNSON AIRPORT,0,34,477,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B81E85EB51985AC0B5F3FDD478D93F40,GB005,KBIF,BIF,BIGGS ARMY AIRFIELD (FORT BLISS),0,1203,478,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F818AC38D58357C05FB7088CF5C54640,GB005,KSTC,STC,ST CLOUD REGIONAL AIRPORT,0,314,479,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000005323B8BDEA552C001344A97FE014440,GB005,KWRI,WRI,MC GUIRE AIR FORCE BASE,8,40,480,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FAEFC16B975F50C01C2444F982223240,GB005,TJVQ,VQS,ANTONIO RIVERA RODRIGUEZ AIRPORT,0,15,481,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009ECBD424783156C0AE2B6684B7874240,GB005,KPAH,PAH,BARKLEY REGIONAL AIRPORT,0,125,482,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008236397CD2BB57C082ACA7565FC14740,GB005,KBJI,BJI,BEMIDJI REGIONAL AIRPORT,0,424,483,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E9D7D64FFF9A58C04A09C1AA7AB94640,GB005,KABR,ABR,ABERDEEN REGIONAL AIRPORT,0,397,484,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007E1EA33CF33A53C06B7F677BF49E4440,GB005,KIPT,IPT,WILLIAMSPORT REGIONAL AIRPORT,0,161,485,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002655DB4DF0765EC0904C874ECFE54340,GB005,KCIC,CIC,CHICO MUNICIPAL AIRPORT,4,73,486,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000DE21C50089AD57C0639AE95E27314040,GB005,KGGG,GGG,EAST TEXAS REGIONAL AIRPORT,0,111,487,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000F12F82C64C1F56C0938B31B08E954740,GB005,KCMX,CMX,HOUGHTON COUNTY MEMORIAL AIRPORT,0,334,488,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000209C4F1DABF25CC00C7558E196694440,GB005,KEKO,EKO,ELKO REGIONAL AIRPORT,0,1567,489,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004F7974232C445BC028486C770FCC4440,GB005,KRKS,RKS,ROCK SPRINGS-SWEETWATER COUNTY AIRPORT,0,2062,490,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B0726891EDC053C0EE0912DBDD954140,GB005,KPOB,POB,POPE AIR FORCE BASE,8,66,491,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000058880E8123265CC030DAE38574744540,GB005,KPIH,PIH,POCATELLO REGIONAL AIRPORT,0,1357,492,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B4DC990986415BC0A7C98CB795424640,GB005,KCOD,COD,YELLOWSTONE REGIONAL AIRPORT,0,1555,493,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000077D9AF3BDD5D56C0F085C954C1D04640,GB005,KRHI,RHI,RHINELANDER-ONEIDA COUNTY AIRPORT,0,495,494,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003D80457EFD3255C07EDDE9CE13C94640,GB005,KPLN,PLN,PELLSTON REGIONAL AIRPORT OF EMMET COUNTY AIRPORT,0,220,495,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000097C9703C9F1957C08A1C226E4E474540,GB005,KALO,ALO,WATERLOO REGIONAL AIRPORT,0,266,496,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E5E786A6EC6E5EC0A950DD5CFC134540,GB005,KLMT,LMT,KLAMATH FALLS AIRPORT,0,1248,497,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000030F488D1737556C0E1ED4108C8454340,GB005,KBLV,BLV,SCOTT AIR FORCE BASE/MIDAMERICA AIRPORT,8,140,498,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000004D4EED0C538157C023F59ECA69F33D40,GB005,KBPT,BPT,SOUTHEAST TEXAS REGIONAL AIRPORT,0,5,499,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000038EFFFE384625AC05B02F04FA92C4640,GB005,KGCC,GCC,GILLETTE-CAMPBELL COUNTY AIRPORT,0,1330,500,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000007AC1C5A64D164C0556D37C137F34A40,GB005,PADU,DUT,UNALASKA AIRPORT,0,7,501,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008066101FD85D54C0538D5E0D50423F40,GB005,KBQK,BQK,BRUNSWICK GOLDEN ISLES AIRPORT,0,8,502,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000EFA7C64B379F5CC01F82AAD1AB3D4540,GB005,KTWF,TWF,JOSLIN FIELD - MAGIC VALLEY REGIONAL AIRPORT,0,1266,503,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000D122DBF97E925DC0AD307DAF210C4740,GB005,KALW,ALW,WALLA WALLA REGIONAL AIRPORT,0,364,504,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000E65AB4006D7F57C0E4BCFF8F13BA4040,GB005,KTXK,TXK,TEXARKANA REGIONAL-WEBB FIELD,0,119,505,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000FD4CBD6E118F55C03B3AAE4676954540,GB005,KMKG,MKG,MUSKEGON COUNTY AIRPORT,0,192,506,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003FABCC94D61F5CC02503401537FA4640,GB005,KBTM,BTM,BERT MOONEY AIRPORT,0,1692,507,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000001E51A1BAB9405AC093399677D5394440,GB005,KFNL,FNL,FORT COLLINS-LOVELAND MUNICIPAL AIRPORT,4,1529,508,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008D976E1283585DC04A2366F6794C4140,GB005,KVCV,VCV,SOUTHERN CALIFORNIA LOGISTICS AIRPORT,0,879,509,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000A54C6A6803475DC08BE255D6365F4740,GB005,KPUW,PUW,PULLMAN/MOSCOW REGIONAL AIRPORT,0,779,510,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000001904560E2DD063C0EF1AF4A5B7854D40,GB005,PADL,DLG,DILLINGHAM AIRPORT,0,25,511,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000052F355F2B1DC5BC0D73043E389764240,GB005,KPGA,PGA,PAGE MUNICIPAL AIRPORT,4,1316,512,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000062F9F36DC13852C0F6285C8FC2A14440,GB005,KHVN,HVN,TWEED-NEW HAVEN AIRPORT,0,4,513,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B2135E8253935EC0A4703D0AD7C34740,GB005,KBFI,BFI,BOEING FIELD/KING COUNTY INTERNATIONAL AIRPORT,23,6,514,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000942C27A1F4215AC0CFF4126399A64040,GB005,KROW,ROW,ROSWELL INTERNATIONAL AIR CENTER AIRPORT,23,1119,515,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000003543AA285E3853C0ABD0402C9B734140,GB005,KNKT,NKT,CHERRY POINT MARINE CORPS AIR STATION /CUNNINGHAM FIELD/,8,9,516,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000994A3FE1EC515DC023DBF97E6A904040,GB005,KCRQ,CRQ,MC CLELLAN-PALOMAR AIRPORT,0,101,517,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000904C874ECF0F5FC0B821C66B5EB54540,GB005,KOTH,OTH,SOUTHWEST OREGON REGIONAL AIRPORT,0,5,518,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000050C8CEDBD82556C0A0A70183A4B94040,GB005,KGTR,GTR,GOLDEN TRIANGLE REGIONAL AIRPORT,0,80,519,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000259012BBB6BB5AC09DF2E84658444340,GB005,KGUC,GUC,GUNNISON-CRESTED BUTTE REGIONAL AIRPORT,0,2341,520,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000001A8BA6B393505DC032005471E3F04040,GB005,KRIV,RIV,MARCH AIR RESERVE BASE,0,468,521,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000311CCF67404F5EC0CB14731074F24240,GB005,KSCK,SCK,STOCKTON METROPOLITAN AIRPORT,0,10,522,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006767D13B153D5EC0F2237EC51AD04240,GB005,KMOD,MOD,MODESTO CITY-COUNTY-HARRY SHAM FIELD,0,30,523,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000583CF548831253C0129F3BC1FE774240,GB005,KNGU,NGU,NORFOLK NS (CHAMBERS FIELD) AIRPORT,0,5,524,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000002AE27492ADD154C09602D2FE07C83E40,GB005,KVLD,VLD,VALDOSTA REGIONAL AIRPORT,0,62,525,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000001FBDE13E720C55C07684D38217893F40,GB005,KABY,ABY,SOUTHWEST GEORGIA REGIONAL AIRPORT,0,60,526,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000007555A016839863C05A2DB0C744D25140,GB005,PABR,BRW,WILEY POST-WILL ROGERS MEMORIAL AIRPORT,0,13,527,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000B5C6A013C29463C0897C975297564D40,GB005,PAKN,AKN,KING SALMON AIRPORT,0,22,528,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000605B3FFD67AD56C0FA7E6ABC74334540,GB005,KDBQ,DBQ,DUBUQUE REGIONAL AIRPORT,0,328,529,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000008CDAFD2A40EF62C048DE3994A1D24D40,GB005,PAHO,HOM,HOMER AIRPORT,0,26,530,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E610000069E21DE049A751C072C3EFA65BB24440,GB005,KMVY,MVY,MARTHAS VINEYARD AIRPORT,0,20,531,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E6100000DBBE47FDF55D52C083C30B2252534640,GB005,KPBG,PBG,PLATTSBURGH INTERNATIONAL AIRPORT,23,71,532,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000009733DB15FA815CC06CEA3C2AFE5B4440,GB005,KENV,ENV,WENDOVER AIRPORT,0,1291,533,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
0101000020E61000006808C72C7B9F58C0333509DE90FE4040,GB005,KSPS,SPS,SHEPPARD AIR FORCE BASE/WICHITA FALLS MUNICIPAL AIRPORT,22,311,534,2014-09-08 10:31:46.559956+00,2014-09-08 10:31:46.559956+00
